1,1,153.00,2,6,"[""BATHTUB_HANDRAILS""]","[""HANGERS"", ""SOCKET_MULTI""]",less35,"[""TOOTHBRUSH"", ""TOOTHPASTE"", ""SHOWER_GEL"", ""SHAMPOO"", ""CONDITIONER"", ""SOAP"", ""SHOWER_CAP"", ""COMB"", ""RAZOR""]","[""PRIVATE_BATHROOM"", ""PRIVATE_TOILET"", ""HAIR_DRYER"", ""SHOWER"", ""MIRROR"", ""TOWEL"", ""BATH_TOWEL"", ""HOT_WATER_24H"", ""SLIPPERS"", ""RAIN_SHOWER""]",king,"[""TOILET_SEAT"", ""CRIB"", ""SLIPPERS""]","[""DAILY_CLEANING"", ""CLEANING_TOOLS"", ""IRONING""]",2,"[""TEA_BAGS"", ""SOFT_DRINK"", ""WATER""]",[],"[""DESK"", ""DECORATIVE_PAINTING"", ""LOUNGE_CHAIR""]","[""LCD_TV"", ""CABLE"", ""SMART_LOCK""]",尊享大床房,"[""ROOM_WIFI"", ""TELEPHONE""]",https://dimg04.c-ctrip.com/images/1mc6s12000bxcxr6iE74D.jpg,"[""AC"", ""AUTO_CURTAINS"", ""BLACKOUT_CURTAINS"", ""EXTRA_LONG_BED""]",n,"[""CITY_VIEW"", ""RIVER_VIEW"", ""LANDMARK_VIEW""]",y,y
3,1,169.00,2,5,"[""BATHTUB_HANDRAILS"", ""DOORBELL_PROMPT""]","[""HANGERS"", ""SOCKET_MULTI"", ""VOLTAGE_220V"", ""BUTLER"", ""SAFE_BOX""]",less35,"[""TOOTHBRUSH"", ""TOOTHPASTE"", ""SHOWER_GEL"", ""SHAMPOO"", ""CONDITIONER"", ""SOAP"", ""SHOWER_CAP"", ""COMB"", ""RAZOR""]","[""PRIVATE_BATHROOM"", ""PRIVATE_TOILET"", ""HAIR_DRYER"", ""SHOWER"", ""MIRROR"", ""TOWEL"", ""BATH_TOWEL"", ""HOT_WATER_24H"", ""SLIPPERS"", ""RAIN_SHOWER""]",twin,"[""TOILETRIES"", ""CRIB"", ""SLIPPERS""]","[""DAILY_CLEANING"", ""CLEANING_TOOLS""]",3,[],[],[],"[""LCD_TV"", ""CABLE"", ""SMART_LOCK""]",尊享双床房,"[""ROOM_WIFI"", ""TELEPHONE"", ""INT_CALL""]",https://dimg04.c-ctrip.com/images/1mc2a12000bxcxxe4FE97.jpg,"[""AC"", ""AUTO_CURTAINS"", ""BLACKOUT_CURTAINS"", ""EXTRA_LONG_BED""]",n,"[""CITY_VIEW"", ""RIVER_VIEW"", ""LANDMARK_VIEW""]",y,y
4,1,135.00,2,10,"[""DOORBELL_PROMPT""]","[""HANGERS"", ""SOCKET_MULTI""]",less35,"[""TOOTHBRUSH"", ""TOOTHPASTE"", ""SHOWER_GEL"", ""SHAMPOO"", ""CONDITIONER"", ""SOAP"", ""SHOWER_CAP"", ""COMB"", ""RAZOR""]","[""PRIVATE_BATHROOM"", ""PRIVATE_TOILET"", ""HAIR_DRYER"", ""SHOWER"", ""MIRROR"", ""TOWEL"", ""BATH_TOWEL"", ""HOT_WATER_24H"", ""SLIPPERS"", ""RAIN_SHOWER""]",king,"[""TOYS"", ""SLIPPERS""]","[""DAILY_CLEANING"", ""CLEANING_TOOLS"", ""IRONING""]",2,[],[],"[""WARDROBE""]","[""LCD_TV"", ""CABLE"", ""SMART_LOCK"", ""SMART_CONTROL""]",严选大床房,"[""ROOM_WIFI"", ""TELEPHONE"", ""INT_CALL""]",https://dimg04.c-ctrip.com/images/1mc4112000bxcxr4x95F6.jpg,"[""AC"", ""AUTO_CURTAINS"", ""BLACKOUT_CURTAINS"", ""EXTRA_LONG_BED"", ""SPARE_BEDDING""]",n,"[""LANDMARK_VIEW"", ""CITY_VIEW""]",y,y
5,1,153.00,2,7,[],"[""HANGERS"", ""SOCKET_MULTI""]",less35,"[""TOOTHBRUSH"", ""TOOTHPASTE"", ""SHOWER_GEL"", ""SHAMPOO"", ""CONDITIONER"", ""SOAP"", ""SHOWER_CAP"", ""COMB"", ""RAZOR""]","[""PRIVATE_BATHROOM"", ""PRIVATE_TOILET"", ""HAIR_DRYER"", ""SHOWER"", ""MIRROR"", ""TOWEL"", ""BATH_TOWEL"", ""HOT_WATER_24H"", ""SLIPPERS"", ""RAIN_SHOWER""]",single,"[""TOILETRIES""]","[""DAILY_CLEANING"", ""CLEANING_TOOLS"", ""IRONING""]",3,"[""FRUIT"", ""WATER""]",[],"[""WARDROBE"", ""COFFEE_TABLE"", ""SOFA""]","[""SMART_LOCK""]",严选 双床房,"[""ROOM_WIFI"", ""TELEPHONE""]",https://dimg04.c-ctrip.com/images/1mc0u12000bxcxq7i64AD.jpg,"[""AC"", ""AUTO_CURTAINS"", ""BLACKOUT_CURTAINS"", ""EXTRA_LONG_BED""]",n,"[""CITY_VIEW"", ""RIVER_VIEW"", ""LANDMARK_VIEW""]",y,y
6,1,153.00,2,8,"[""BATHTUB_HANDRAILS""]","[""HANGERS"", ""SOCKET_MULTI"", ""BUTLER"", ""SCALE"", ""SAFE_BOX""]",less35,"[""TOOTHBRUSH"", ""TOOTHPASTE"", ""SHOWER_GEL"", ""SHAMPOO"", ""CONDITIONER"", ""SOAP"", ""SHOWER_CAP"", ""COMB"", ""RAZOR""]","[""PRIVATE_BATHROOM"", ""PRIVATE_TOILET"", ""HAIR_DRYER"", ""SHOWER"", ""MIRROR"", ""TOWEL"", ""BATH_TOWEL"", ""HOT_WATER_24H"", ""SLIPPERS"", ""RAIN_SHOWER""]",king,"[""TOYS"", ""SLIPPERS""]","[""DAILY_CLEANING"", ""CLEANING_TOOLS"", ""IRONING""]",3,"[""MINI_BAR""]",[],"[""SOFA"", ""WARDROBE"", ""COFFEE_TABLE""]","[""SMART_LOCK"", ""LCD_TV"", ""SMART_CONTROL"", ""CABLE""]",严选套房,"[""ROOM_WIFI"", ""TELEPHONE"", ""INT_CALL""]",https://dimg04.c-ctrip.com/images/1mc4p12000bxcxyxrFE28.jpg,"[""AC"", ""AUTO_CURTAINS"", ""BLACKOUT_CURTAINS"", ""EXTRA_LONG_BED""]",n,[],y,y
7,1,117.00,2,5,"[""DOORBELL_PROMPT"", ""BATHTUB_HANDRAILS""]","[""HANGERS"", ""SOCKET_MULTI""]",less35,"[""TOOTHBRUSH"", ""TOOTHPASTE"", ""SHOWER_GEL"", ""SHAMPOO"", ""CONDITIONER"", ""SOAP"", ""SHOWER_CAP"", ""COMB"", ""RAZOR""]","[""PRIVATE_BATHROOM"", ""PRIVATE_TOILET"", ""SHOWER"", ""MIRROR"", ""TOWEL"", ""BATH_TOWEL"", ""HOT_WATER_24H"", ""SLIPPERS"", ""RAIN_SHOWER"", ""BATHTUB""]",king,"[""SLIPPERS""]","[""DAILY_CLEANING"", ""CLEANING_TOOLS""]",2,"[""MINI_BAR"", ""ALCOHOL""]","[""REFRIGERATOR""]",[],"[""SMART_LOCK"", ""SMART_CONTROL"", ""LCD_TV""]",特惠房,"[""ROOM_WIFI""]",https://dimg04.c-ctrip.com/images/1mc0712000eyeh01x555F.jpg,"[""AC"", ""AUTO_CURTAINS"", ""BLACKOUT_CURTAINS"", ""EXTRA_LONG_BED""]",n,"[""CITY_VIEW"", ""LANDMARK_VIEW""]",y,y
8,1,203.00,3,7,[],"[""HANGERS"", ""SOCKET_MULTI"", ""TURN_DOWN"", ""VOLTAGE_110V""]",less35,"[""TOOTHBRUSH"", ""TOOTHPASTE"", ""SHOWER_GEL"", ""SHAMPOO"", ""CONDITIONER"", ""SOAP"", ""SHOWER_CAP"", ""COMB"", ""RAZOR""]","[""PRIVATE_BATHROOM"", ""PRIVATE_TOILET"", ""SHOWER"", ""MIRROR"", ""TOWEL"", ""BATH_TOWEL"", ""HOT_WATER_24H"", ""SLIPPERS"", ""RAIN_SHOWER"", ""BATHTUB""]",twin,"[""SLIPPERS"", ""CRIB"", ""TOILET_SEAT""]","[""DAILY_CLEANING"", ""CLEANING_TOOLS"", ""IRONING""]",3,[],[],[],"[""LCD_TV"", ""CABLE"", ""SMART_LOCK""]",严选家庭房,"[""ROOM_WIFI"", ""INT_CALL""]",https://dimg04.c-ctrip.com/images/1mc6g12000bxcxyxh6308.jpg,"[""AC"", ""AUTO_CURTAINS"", ""BLACKOUT_CURTAINS"", ""EXTRA_LONG_BED"", ""DUCK_DOWN""]",n,"[""LANDMARK_VIEW"", ""RIVER_VIEW""]",y,y
9,1,288.00,3,10,"[""DOORBELL_PROMPT""]","[""HANGERS"", ""SOCKET_MULTI""]",less35,"[""TOOTHBRUSH"", ""TOOTHPASTE"", ""SHOWER_GEL"", ""SHAMPOO"", ""CONDITIONER"", ""SOAP"", ""SHOWER_CAP"", ""COMB"", ""RAZOR""]","[""PRIVATE_BATHROOM"", ""PRIVATE_TOILET"", ""SHOWER"", ""MIRROR"", ""TOWEL"", ""BATH_TOWEL"", ""HOT_WATER_24H"", ""SLIPPERS"", ""RAIN_SHOWER""]",single,"[""TOILETRIES"", ""CRIB"", ""TOILET_SEAT""]","[""DAILY_CLEANING"", ""CLEANING_TOOLS""]",3,[],[],"[""SOFA""]","[""LCD_TV"", ""CABLE"", ""SMART_LOCK""]",商务套房,"[""ROOM_WIFI"", ""INT_CALL"", ""TELEPHONE""]",https://dimg04.c-ctrip.com/images/1mc3b12000bxcxt0sBCBF.jpg,"[""AC"", ""AUTO_CURTAINS"", ""BLACKOUT_CURTAINS"", ""EXTRA_LONG_BED"", ""AIR_PURIFIER""]",n,"[""RIVER_VIEW"", ""LANDMARK_VIEW"", ""CITY_VIEW""]",y,y
10,30,4093.00,2,9,"[""BATHTUB_HANDRAILS""]","[""SOCKET_MULTI"", ""HANGERS""]",50above,"[""TOOTHBRUSH"", ""TOOTHPASTE"", ""SHOWER_GEL"", ""SHAMPOO"", ""CONDITIONER"", ""SOAP"", ""SHOWER_CAP"", ""COMB"", ""RAZOR""]","[""PRIVATE_BATHROOM"", ""PRIVATE_TOILET"", ""HAIR_DRYER"", ""MIRROR"", ""TOWEL"", ""HOT_WATER_24H"", ""SLIPPERS"", ""BATHTUB""]",king,[],"[""IRONING"", ""DAILY_CLEANING"", ""CLEANING_TOOLS""]",3,"[""WATER"", ""SOFT_DRINK""]","[""REFRIGERATOR""]","[""SOFA"", ""DESK"", ""WARDROBE""]","[""LCD_TV"", ""CABLE""]",外滩大床套房,"[""ROOM_WIFI"", ""TELEPHONE"", ""INT_CALL""]",https://dimg04.c-ctrip.com/images/1mc0j12000hoyh47p101D.jpg,"[""AC"", ""BLACKOUT_CURTAINS"", ""AUTO_CURTAINS"", ""DUCK_DOWN""]",n,[],y,y
11,30,1299.00,2,10,"[""BATHTUB_HANDRAILS"", ""DOORBELL_PROMPT""]","[""SOCKET_MULTI""]",35-50,"[""TOOTHBRUSH"", ""TOOTHPASTE"", ""SHOWER_GEL"", ""SHAMPOO"", ""CONDITIONER"", ""SOAP"", ""SHOWER_CAP"", ""COMB"", ""RAZOR""]","[""PRIVATE_BATHROOM"", ""PRIVATE_TOILET"", ""HAIR_DRYER"", ""MIRROR"", ""TOWEL"", ""HOT_WATER_24H"", ""SLIPPERS"", ""RAIN_SHOWER""]",king,"[""TOILET_SEAT"", ""TOYS""]","[""IRONING"", ""CLEANING_TOOLS""]",5,"[""MINI_BAR"", ""KETTLE"", ""SOFT_DRINK""]","[""REFRIGERATOR""]","[""SOFA"", ""DESK""]","[""LCD_TV"", ""CABLE"", ""SMART_CONTROL""]",茂悦大床客房,"[""ROOM_WIFI"", ""TELEPHONE"", ""INT_CALL""]",https://dimg04.c-ctrip.com/images/1mc1112000g2dge4cF347.jpg,"[""AC"", ""BLACKOUT_CURTAINS""]",n,"[""CITY_VIEW"", ""RIVER_VIEW""]",y,y
